Date,Close
2020-01-02,45.04999923706055
2020-01-03,45.099998474121094
2020-01-06,45.459999084472656
2020-01-07,45.70000076293945
2020-01-08,45.599998474121094
2020-01-09,45.52000045776367
2020-01-10,45.29999923706055
2020-01-13,44.849998474121094
2020-01-14,44.849998474121094
2020-01-15,44.970001220703125
2020-01-16,45.70000076293945
2020-01-17,45.7400016784668
2020-01-20,45.7599983215332
2020-01-21,46.209999084472656
2020-01-22,46.95000076293945
2020-01-23,47.0099983215332
2020-01-24,46.56999969482422
2020-01-27,46.619998931884766
2020-01-28,46.900001525878906
2020-01-29,47.11000061035156
2020-01-30,46.27000045776367
2020-01-31,45.09000015258789
2020-02-03,44.72999954223633
2020-02-04,44.70000076293945
2020-02-05,44.290000915527344
2020-02-06,44.779998779296875
2020-02-07,44.16999816894531
2020-02-10,44.7400016784668
2020-02-11,43.9900016784668
2020-02-12,43.58000183105469
2020-02-13,43.5099983215332
2020-02-14,43.61000061035156
2020-02-18,41.619998931884766
2020-02-19,41.689998626708984
2020-02-20,40.83000183105469
2020-02-21,40.130001068115234
2020-02-24,39.0099983215332
2020-02-25,38.11000061035156
2020-02-26,38.0
2020-02-27,38.83000183105469
2020-02-28,39.459999084472656
2020-03-02,39.63999938964844
2020-03-03,39.34000015258789
2020-03-04,40.040000915527344
2020-03-05,39.61000061035156
2020-03-06,40.099998474121094
2020-03-09,40.77000045776367
2020-03-10,41.189998626708984
2020-03-11,40.58000183105469
2020-03-12,37.720001220703125
2020-03-13,39.95000076293945
2020-03-16,37.20000076293945
2020-03-17,37.95000076293945
2020-03-18,35.86000061035156
2020-03-19,38.959999084472656
2020-03-20,36.81999969482422
2020-03-23,35.45000076293945
2020-03-24,37.869998931884766
2020-03-25,41.310001373291016
2020-03-26,42.41999816894531
2020-03-27,39.25
2020-03-30,40.779998779296875
2020-03-31,39.040000915527344
2020-04-01,38.91999816894531
2020-04-02,38.599998474121094
2020-04-03,38.5099983215332
2020-04-06,40.130001068115234
2020-04-07,40.400001525878906
2020-04-08,41.099998474121094
2020-04-09,41.0
2020-04-13,41.5099983215332
2020-04-14,42.290000915527344
2020-04-15,42.790000915527344
2020-04-16,43.130001068115234
2020-04-17,44.04999923706055
2020-04-20,43.150001525878906
2020-04-21,42.790000915527344
2020-04-22,44.04999923706055
2020-04-23,42.54999923706055
2020-04-24,43.41999816894531
2020-04-27,43.70000076293945
